programa_codigo;programa_descricao;projeto_atividade_codigo;projeto_atividade_descricao;unidade_orcamentaria_codigo;unidade_orcamentaria_sigla;unidade_orcamentaria_nome;valor_despesa_empenhada;valor_despesa_liquidada;valor_pago_financeiro;valor_despesa_liquidada_rp;valor_pago_rp
49;DESENVOLVIMENTO DA INFRAESTRUTURA DO NORTE E NORDESTE DE MINAS GERAIS;1072;ENERGIZACAO DE POCOS E SISTEMAS DE ABASTECIMENTO DE AGUA;2421;IDENE;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;;;;284006,02;280597,95
49;DESENVOLVIMENTO DA INFRAESTRUTURA DO NORTE E NORDESTE DE MINAS GERAIS;1082;IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA;2421;IDENE;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;;;;0,0;0,0
49;DESENVOLVIMENTO DA INFRAESTRUTURA DO NORTE E NORDESTE DE MINAS GERAIS;1086;IMPLANTACAO DE BARRAGENS HIDROAGRICOLAS;2421;IDENE;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;;;;86379,33;85342,77
49;SAUDE EM CASA;1116;COFINANCIAMENTO DAS EQUIPES DE ATENCAO PRIMARIA A SAUDE;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
49;SAUDE EM CASA;1127;AMPLIACAO DA ESTRUTURA DA ATENCAO PRIMARIA;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;516928,55;728343,1
49;SAUDE EM CASA;4260;TECNOLOGIA DA INFORMACAO PARA ATENCAO PRIMARIA A SAUDE;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
50;SEGURANCA E INTELIGENCIA GOVERNAMENTAL;4335;SERVICO ESPECIAL DE SEGURANCA GOVERNAMENTAL;1071;GABINETE MILITAR;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;5595474,94;5342667,66;5377683,67;55018,87;51716,35
51;ATENDIMENTO COMUNITARIO E PSICOPEDAGOGICO NA FUNDACAO HELENA ANTIPOFF;2015;CERTIFICACOES PELO NUCLEO DE FORMACAO PRESENCIAL E A DISTANCIA;2151;FHA;FUNDACAO HELENA ANTIPOFF;1874036,18;1865736,18;1865487,65;1833,5;1824,15
51;ATENDIMENTO COMUNITARIO E PSICOPEDAGOGICO NA FUNDACAO HELENA ANTIPOFF;4092;OFICINAS PEDAGOGICAS : UM OLHAR AO CIDADAO;2151;FHA;FUNDACAO HELENA ANTIPOFF;1874036,18;1865736,18;1865487,65;254,4;251,35
52;ALIANCA PELA VIDA;4030;ATENCAO AO USUARIO DE ALCOOL, CRACK E OUTRAS DROGAS;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
52;PROMOCAO DE DEFESA CIVIL;1098;POTENCIALIZACAO DO SERVICO DE PREVENCAO E RESPOSTA CONTRA INCENDIO E PANICO;1401;CBMMG;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;1215312045,93;1145465017,36;1139563795,79;114879,2;114879,2
52;PROMOCAO DE DEFESA CIVIL;2021;ASSISTENCIA MEDICA, ODONTOLOGICA, PSICOLOGICA E FISIOTERAPICA AOS BOMBEIROS MILITARES E SEUS DEPENDE;1401;CBMMG;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;1215312045,93;1145465017,36;1139563795,79;521756,61;577608,18
52;PROMOCAO DE DEFESA CIVIL;4112;AMPLIACAO DO SISTEMA DE TECNOLOGIA DA INFORMACAO E COMUNICACAO, NO CBMMG, PARA RESPOSTA A DESASTRES;1401;CBMMG;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;1215312045,93;1145465017,36;1139563795,79;17232,58;17069,86
52;PROMOCAO DE DEFESA CIVIL;4113;MANUTENCAO DO SISTEMA DE TECNOLOGIA DA INFORMACAO E COMUNICACAO, NO CBMMG, PARA RESPOSTA A DESASTRES;1401;CBMMG;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;1215312045,93;1145465017,36;1139563795,79;2887548,8;2793053,29
52;PROMOCAO DE DEFESA CIVIL;4114;GESTAO DA PREVENCAO, MITIGACAO E PREPARACAO DE DESASTRE;1401;CBMMG;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;1215312045,93;1145465017,36;1139563795,79;2859126,25;2973024,88
52;PROMOCAO DE DEFESA CIVIL;4115;GESTAO DA RESPOSTA A DESASTRES;1401;CBMMG;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;1215312045,93;1145465017,36;1139563795,79;21512892,44;21892052,53
52;PROMOCAO DE DEFESA CIVIL;4119;RECRUTAMENTO, TREINAMENTO E FORMACAO DE BOMBEIROS;1401;CBMMG;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;1215312045,93;1145465017,36;1139563795,79;1278578,29;1406631,48
52;PROMOCAO DE DEFESA CIVIL;4120; MODERNIZACAO E ESTRUTURACAO DO CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;1401;CBMMG;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;1215312045,93;1145465017,36;1139563795,79;4523550,06;4575755,71
52;PROMOCAO DE DEFESA CIVIL;4138;SUPORTE AS ACOES DE PREVENCAO, MITIGACAO, PREPARACAO E RESPOSTA AOS INCENDIOS EM VEGETACAO;1401;CBMMG;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;1215312045,93;1145465017,36;1139563795,79;1224146,76;1866367,09
52;PROMOCAO DE DEFESA CIVIL;4140;MODERNIZACAO E ESTRUTURACAO DO CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS - REPARACAO BRUMADINHO;1401;CBMMG;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;1215312045,93;1145465017,36;1139563795,79;149207,6;175702,42
52;PROMOCAO DE DEFESA CIVIL;4141;MANUTENCAO E AMPLIACAO DO SISTEMA DE TIC PARA POTENCIALIZACAO DO SERVICO DE SEGURANCA CONTRA INCENDI;1401;CBMMG;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;1215312045,93;1145465017,36;1139563795,79;375885,27;359276,12
53;ATENDIMENTO PRE-HOSPITALAR;4094;SUPORTE BASICO E AVANCADO DE VIDA;1401;CBMMG;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;5007415,02;1105990,32;365358,76;15045534,0;15097379,87
54;EQUIPAMENTOS CULTURAIS, CORPOS ARTISTICOS E ORGAOS COLEGIADOS;4250;GESTAO E MANUTENCAO DE EQUIPAMENTOS CULTURAIS;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;;;;0,0;0,0
54;GOVERNANCA PARA INTEGRIDADE E MELHORES RESULTADOS EM SERVICOS PUBLICOS;4104;APRESENTACAO DE RELATORIOS DE GESTAO;1101;OGE;OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS;52065,11;42749,45;42475,63;33570,4;32913,02
55;CONTROLE SOCIAL ATRAVES DA DEFESA DOS USUARIOS DE SERVICOS PUBLICOS;4102;DIVULGACAO DOS CANAIS E ACOES DA OUVIDORIA;1101;OGE;OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS;1328869,79;1225242,07;1140569,66;458,77;436,75
55;CONTROLE SOCIAL ATRAVES DA DEFESA DOS USUARIOS DE SERVICOS PUBLICOS;4110;RECEBIMENTO, ANALISE E TRATAMENTO DE MANIFESTACOES;1101;OGE;OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS;1328869,79;1225242,07;1140569,66;25497,15;23648,84
56;DESENVOLVIMENTO DA INFRAESTRUTURA DO NORTE E NORDESTE DE MINAS GERAIS;1025;PROMOCAO DA SEGURANCA HIDRICA NO NORTE E NORDESTE DE MINAS GERAIS;2421;IDENE;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;24694891,01;15658983,2;13966926,04;755092,84;746031,72
56;DESENVOLVIMENTO DA INFRAESTRUTURA DO NORTE E NORDESTE DE MINAS GERAIS;1095;IMPLANTACAO DE BARRAGENS HIDROAGRICOLAS;2421;IDENE;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;24694891,01;15658983,2;13966926,04;964246,38;924524,14
56;FOMENTO, DEMOCRATIZACAO E ACESSO A CULTURA E AO TURISMO;1027;ACOES DE DIFUSAO DAS ARTES E DO PATRIMONIO CULTURAL;2171;FAOP;FUNDACAO DE ARTE DE OURO PRETO;;;;0,0;0,0
56;FOMENTO, DEMOCRATIZACAO E ACESSO A CULTURA E AO TURISMO;4262;GESTAO DO FOMENTO A CULTURA E A ECONOMIA CRIATIVA;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;;;;0,0;0,0
56;FOMENTO, DEMOCRATIZACAO E ACESSO A CULTURA E AO TURISMO;4322;APOIO A PROJETOS CULTURAIS E TURISTICOS EXECUTADOS POR MEIO DE PARCERIAS;1271;SECULT;SECRETARIA DE ESTADO DE CULTURA E TURISMO;;;;0,0;0,0
58;POLITICAS DE ATENCAO HOSPITALAR;1020;IMPLANTACAO DOS HOSPITAIS REGIONAIS;4291;FES;FUNDO ESTADUAL DE SAUDE;3353429418,95;3270106765,57;3265614528,65;57255859,6;57069403,36
58;POLITICAS DE ATENCAO HOSPITALAR;4121;POLITICA DE ATENCAO HOSPITALAR E URGENCIA E EMERGENCIA;4291;FES;FUNDO ESTADUAL DE SAUDE;3353429418,95;3270106765,57;3265614528,65;2887937,46;6037455,96
58;POLITICAS DE ATENCAO HOSPITALAR;4122;POLITICAS PRE E POS HOSPITALARES DE URGENCIA E EMERGENCIA;4291;FES;FUNDO ESTADUAL DE SAUDE;3353429418,95;3270106765,57;3265614528,65;92446,67;86195,92
58;POLITICAS DE ATENCAO HOSPITALAR;4123;ESTRUTURACAO DA ATENCAO HOSPITALAR E DE URGENCIA E EMERGENCIA;4291;FES;FUNDO ESTADUAL DE SAUDE;3353429418,95;3270106765,57;3265614528,65;1277810,0;1277810,0
59;APOIO A GESTAO DO SUS;2023;POLITICAS E ACOES DE TECNOLOGIAS DA INFORMACAO E COMUNICACAO (TIC);4291;FES;FUNDO ESTADUAL DE SAUDE;179154142,25;155026765,2;133333352,82;1379014,28;1285433,64
59;APOIO A GESTAO DO SUS;2024;GESTAO REGIONAL EM SAUDE;4291;FES;FUNDO ESTADUAL DE SAUDE;179154142,25;155026765,2;133333352,82;3658833,04;3682256,94
59;APOIO A GESTAO DO SUS;2026;SATISFACAO, RECONHECIMENTO E EDUCACAO NA SAUDE;4291;FES;FUNDO ESTADUAL DE SAUDE;179154142,25;155026765,2;133333352,82;7110,0;7110,0
59;APOIO A GESTAO DO SUS;4458;PROMOCAO E FORTALECIMENTO DA PARTICIPACAO DO CONTROLE SOCIAL NA AREA DA SAUDE;4291;FES;FUNDO ESTADUAL DE SAUDE;179154142,25;155026765,2;133333352,82;662404,37;669381,86
59;APOIO A PRODUCAO SUSTENTAVEL, AGREGACAO DE VALOR E COMERCIALIZACAO - DO CAMPO A MESA;4032;APOIO AO AGROEXTRATIVISMO E FORTALECIMENTO DOS POVOS QUE TRABALHAM COM FRUTOS E PRODUTOS NATIVOS DO;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;;;;0,0;0,0
59;APOIO A PRODUCAO SUSTENTAVEL, AGREGACAO DE VALOR E COMERCIALIZACAO - DO CAMPO A MESA;4209;APOIO A INCLUSAO PRODUTIVA E AUTONOMIA ECONOMICA DAS MULHERES DO CAMPO;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;;;;0,0;0,0
59;APOIO A PRODUCAO SUSTENTAVEL, AGREGACAO DE VALOR E COMERCIALIZACAO - DO CAMPO A MESA;4238;APOIO A PERMANENCIA DO JOVEM NO CAMPO E A CONTINUIDADE DA AGRICULTURA FAMILIAR - SUCESSAO RURAL;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;;;;0,0;0,0
59;APOIO A PRODUCAO SUSTENTAVEL, AGREGACAO DE VALOR E COMERCIALIZACAO - DO CAMPO A MESA;4242;FOMENTO A PRODUCAO SUSTENTAVEL DA AGRICULTURA, CRIACAO ANIMAL, EXTRATIVISMO E PESCA FAMILIAR - TRANS;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;;;;0,0;0,0
59;APOIO A PRODUCAO SUSTENTAVEL, AGREGACAO DE VALOR E COMERCIALIZACAO - DO CAMPO A MESA;4257;ACESSO A TERRA E DESENVOLVIMENTO SUSTENTAVEL DE POVOS E COMUNIDADES TRADICIONAIS;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;;;;0,0;0,0
59;INOVA AGRO GERAIS;4379;AGRIDATA;1231;SEAPA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;;;;0,0;0,0
60;ATENCAO PRIMARIA A SAUDE;1022;SAUDE EM REDE;4291;FES;FUNDO ESTADUAL DE SAUDE;1139999390,81;1122742801,57;1122610601,44;430,36;425,0
60;ATENCAO PRIMARIA A SAUDE;4125;FORTALECIMENTO DA ATENCAO PRIMARIA A SAUDE;4291;FES;FUNDO ESTADUAL DE SAUDE;1139999390,81;1122742801,57;1122610601,44;16415,19;22845,95
60;ATENCAO PRIMARIA A SAUDE;4126;PROMOCAO A SAUDE E POLITICAS DE EQUIDADE;4291;FES;FUNDO ESTADUAL DE SAUDE;1139999390,81;1122742801,57;1122610601,44;0,0;0,0
60;ATENCAO PRIMARIA A SAUDE;4127;ESTRUTURACAO DA ATENCAO PRIMARIA;4291;FES;FUNDO ESTADUAL DE SAUDE;1139999390,81;1122742801,57;1122610601,44;6120,0;4906120,0
60;FORMACAO CULTURAL;1029;ATIVIDADES DE ENSINO, FORMACAO E QUALIFICACAO PROFISSIONAL E TECNICA EM CULTURA E PATRIMONIO;2171;FAOP;FUNDACAO DE ARTE DE OURO PRETO;;;;0,0;0,0
60;FORMACAO CULTURAL;4220;ATIVIDADES DE ENSINO E DE EXTENSAO DO CENTRO DE FORMACAO ARTISTICA E TECNOLOGICA - CEFART;2181;FCS;FUNDACAO CLOVIS SALGADO;;;;20083,0;20083,0
61;ATENCAO ESPECIALIZADA A SAUDE;4129;APOIO E FORTALECIMENTO DA REDE DE CUIDADO A PESSOA COM DEFICIENCIA;4291;FES;FUNDO ESTADUAL DE SAUDE;774633353,64;732931923,21;708094544,4;617568,36;14615366,92
61;ATENCAO ESPECIALIZADA A SAUDE;4130;APOIO E FORTALECIMENTO DA REDE DE ATENCAO PSICOSSOCIAL;4291;FES;FUNDO ESTADUAL DE SAUDE;774633353,64;732931923,21;708094544,4;4902,52;4902,52
61;ATENCAO ESPECIALIZADA A SAUDE;4131;ATENCAO ESPECIALIZADA AMBULATORIAL;4291;FES;FUNDO ESTADUAL DE SAUDE;774633353,64;732931923,21;708094544,4;326459,73;474701,39
61;ATENCAO ESPECIALIZADA A SAUDE;4132;APOIO E FORTALECIMENTO DA REDE DE ATENCAO A SAUDE BUCAL;4291;FES;FUNDO ESTADUAL DE SAUDE;774633353,64;732931923,21;708094544,4;0,0;0,0
61;PROTECAO E SALVAGUARDA DE ACERVOS CULTURAIS;4123;CONSERVACAO E RESTAURACAO DO PATRIMONIO CULTURAL PROTEGIDO;2201;IEPHA;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;;;;0,0;0,0
61;PROTECAO E SALVAGUARDA DE ACERVOS CULTURAIS;4125;PROTECAO DO PATRIMONIO CULTURAL;2201;IEPHA;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;;;;260684,48;240351,09
62;ACESSO A SERVICOS DE SAUDE;4133;ATENDIMENTO AS MEDIDAS JUDICIAIS;4291;FES;FUNDO ESTADUAL DE SAUDE;1902159718,47;1566024426,62;1524623282,78;129904558,63;157727791,83
62;ACESSO A SERVICOS DE SAUDE;4134;ACESSO DE URGENCIA E EMERGENCIA;4291;FES;FUNDO ESTADUAL DE SAUDE;1902159718,47;1566024426,62;1524623282,78;43209659,74;43248387,5
62;ACESSO A SERVICOS DE SAUDE;4135;ACESSO ELETIVO;4291;FES;FUNDO ESTADUAL DE SAUDE;1902159718,47;1566024426,62;1524623282,78;84810,38;83707,97
62;ACESSO A SERVICOS DE SAUDE;4136;SERVICOS MOVEIS DE URGENCIA E EMERGENCIA;4291;FES;FUNDO ESTADUAL DE SAUDE;1902159718,47;1566024426,62;1524623282,78;40699499,15;40742885,24
62;ACESSO A SERVICOS DE SAUDE;4137;PROGRAMACAO, CONTRATACAO E PROCESSAMENTO DE SERVICOS DE SAUDE;4291;FES;FUNDO ESTADUAL DE SAUDE;1902159718,47;1566024426,62;1524623282,78;749562,8;1310107,47
62;COORDENACAO DAS ACOES DE REPARACAO DE DESASTRES MINERARIOS;4520;RECUPERACAO E COMPENSACAO DOS DANOS EM FUNCAO DO DESASTRE MINERARIO DA VALE S.A EM BRUMADINHO;1501;SEPLAG;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;;;;0,0;0,0
63;MINAS + GERAIS - DIVERSIFICACAO E FORTALECIMENTO DA ECONOMIA;1038;FONTES RENOVAVEIS DE ENERGIA E GAS NATURAL;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;;;0,0;0,0
63;MINAS + GERAIS - DIVERSIFICACAO E FORTALECIMENTO DA ECONOMIA;1040;GESTAO DA POLITICA MINERARIA;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;;;544770,54;504564,16
63;VIGILANCIA EM SAUDE;1021;VACINA MAIS MINAS;4291;FES;FUNDO ESTADUAL DE SAUDE;527165633,34;505193766,67;501564624,14;181,31;181,31
63;VIGILANCIA EM SAUDE;4143;ASSESSORAMENTO E GERENCIAMENTO DE POLITICAS DE VIGILANCIA EM SAUDE;4291;FES;FUNDO ESTADUAL DE SAUDE;527165633,34;505193766,67;501564624,14;4822119,29;4736505,68
63;VIGILANCIA EM SAUDE;4144;VIGILANCIA DE CONDICOES CRONICAS;4291;FES;FUNDO ESTADUAL DE SAUDE;527165633,34;505193766,67;501564624,14;272007,8;268743,7
63;VIGILANCIA EM SAUDE;4145;VIGILANCIA DE DOENCAS TRANSMISSIVEIS E IMUNIZACAO;4291;FES;FUNDO ESTADUAL DE SAUDE;527165633,34;505193766,67;501564624,14;2948096,41;3510168,19
63;VIGILANCIA EM SAUDE;4146;VIGILANCIA EM SAUDE AMBIENTAL E SAUDE DO TRABALHADOR;4291;FES;FUNDO ESTADUAL DE SAUDE;527165633,34;505193766,67;501564624,14;180752,87;180752,87
63;VIGILANCIA EM SAUDE;4147;VIGILANCIA SANITARIA;4291;FES;FUNDO ESTADUAL DE SAUDE;527165633,34;505193766,67;501564624,14;863349,17;847447,0
64;ASSISTENCIA FARMACEUTICA;4148;ABASTECIMENTO DE MEDICAMENTOS;4291;FES;FUNDO ESTADUAL DE SAUDE;516371945,77;433916800,76;425294956,78;45180555,89;56739143,65
64;ASSISTENCIA FARMACEUTICA;4149;POLITICAS DE ASSISTENCIA FARMACEUTICA;4291;FES;FUNDO ESTADUAL DE SAUDE;516371945,77;433916800,76;425294956,78;120688,55;258389,8
64;CAMINHOS PARA O DESENVOLVIMENTO - DESENVOLVIMENTO E INTEGRACAO REGIONAL;1020;PROGRAMA MINEIRO DE REGULARIZACAO TERRITORIAL - MINAS REURB;1221;SEDE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;;;7950745,92;7884659,77
64;CAMINHOS PARA O DESENVOLVIMENTO - DESENVOLVIMENTO E INTEGRACAO REGIONAL;4268;PROGRAMA DE REGULARIZACAO FUNDIARIA DA RMVA;2461;ARMVA;AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DO VALE DO ACO;;;;0,0;0,0
65;APRIMORAMENTO DA POLITICA ESTADUAL DE ASSISTENCIA SOCIAL;4129;CAPACITACAO, APOIO TECNICO E GESTAO DO SUAS;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;;;;0,0;0,0
65;APRIMORAMENTO DA POLITICA ESTADUAL DE ASSISTENCIA SOCIAL;4130;PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;;;;0,0;0,0
65;APRIMORAMENTO DA POLITICA ESTADUAL DE ASSISTENCIA SOCIAL;4130;REGIONALIZACAO DA PROTECAO SOCIAL ESPECIAL;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;;;;0,0;0,0
65;APRIMORAMENTO DA POLITICA ESTADUAL DE ASSISTENCIA SOCIAL;4130;REGIONALIZACAO DA PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;;;;0,0;0,0
65;APRIMORAMENTO DA POLITICA ESTADUAL DE ASSISTENCIA SOCIAL;4132;PISO MINEIRO DE ASSISTENCIA SOCIAL FIXO;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;;;;198700,8;198700,8
65;APRIMORAMENTO DA POLITICA ESTADUAL DE ASSISTENCIA SOCIAL;4133;APOIO AO CONTROLE SOCIAL E A GESTAO DESCENTRALIZADA DO SUAS;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;;;;0,0;0,0
65;APRIMORAMENTO DA POLITICA ESTADUAL DE ASSISTENCIA SOCIAL;4226;APOIO FINANCEIRO E MATERIAL AOS SERVICOS SOCIOASSISTENCIAIS;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;;;;0,0;0,0
65;FORTALECIMENTO DA POLITICA ESTADUAL DE RECURSOS HIDRICOS;4187;PLANEJAMENTO DE RECURSOS HIDRICOS;2241;IGAM;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;162259462,55;149966258,37;149615497,46;6325,06;6325,06
65;FORTALECIMENTO DA POLITICA ESTADUAL DE RECURSOS HIDRICOS;4188;REGULACAO DE RECURSOS HIDRICOS;2241;IGAM;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;162259462,55;149966258,37;149615497,46;83416,69;77577,39
65;FORTALECIMENTO DA POLITICA ESTADUAL DE RECURSOS HIDRICOS;4189;COBRANCA PELO USO DE RECURSOS HIDRICOS;2241;IGAM;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;162259462,55;149966258,37;149615497,46;42213,79;77768,04
65;FORTALECIMENTO DA POLITICA ESTADUAL DE RECURSOS HIDRICOS;4190;FORTALECIMENTO DA GESTAO PARTICIPATIVA;2241;IGAM;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;162259462,55;149966258,37;149615497,46;12829,02;10898,25
65;FORTALECIMENTO DA POLITICA ESTADUAL DE RECURSOS HIDRICOS;4191;MONITORAMENTO HIDROMETEOROLOGICO;2241;IGAM;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;162259462,55;149966258,37;149615497,46;1341226,17;1331679,54
65;FORTALECIMENTO DA POLITICA ESTADUAL DE RECURSOS HIDRICOS;4192;SEGURANCA DE BARRAGENS;2241;IGAM;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;162259462,55;149966258,37;149615497,46;6437,76;6437,76
65;FORTALECIMENTO DA POLITICA ESTADUAL DE RECURSOS HIDRICOS;4194;PROGRAMAS PROJETOS E PESQUISAS EM RECURSOS HIDRICOS;2241;IGAM;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;162259462,55;149966258,37;149615497,46;428,33;428,33
65;FORTALECIMENTO DA POLITICA ESTADUAL DE RECURSOS HIDRICOS;4263;APOIO AOS COMITES DE BACIAS HIDROGRAFICAS;4341;FHIDRO;FUNDO DE RECUPERACAO, PROTECAO E DESENVOLVIMENTO SUSTENTAVEL DAS BACIAS HIDROGRAFICAS DO ESTADO DE M;892813,72;819795,91;706134,73;68039,74;55854,18
66;POLITICAS DE TRABALHO E EMPREGO;4152;FOMENTO AS UNIDADES DE ATENDIMENTO AO TRABALHADOR;4701;FET-MG;FUNDO ESTADUAL DO TRABALHO DE MINAS GERAIS;2107186,39;781389,39;754127,26;86697,3;86523,72
66;POLITICAS DE TRABALHO E EMPREGO;4153;ASSESSORAMENTO DAS UNIDADES DE ATENDIMENTO AO TRABALHADOR;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;10921950,35;9171773,92;8882046,26;335063,62;423593,83
66;POLITICAS DE TRABALHO E EMPREGO;4154;FOMENTO PARA ECONOMIA POPULAR SOLIDARIA E PROMOCAO DA INCLUSAO PRODUTIVA;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;10921950,35;9171773,92;8882046,26;1070230,16;1018988,56
66;POLITICAS DE TRABALHO E EMPREGO;4157;FOMENTO A INCLUSAO PRODUTIVA DE MULHERES;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;10921950,35;9171773,92;8882046,26;1014975,51;1010865,17
67;POLITICAS DE INTEGRACAO E SEGURANCA ALIMENTAR E NUTRICIONAL;4139;CAPACITACAO E APOIO TECNICO AOS MUNICIPIOS PARA PROMOCAO DO DESENVOLVIMENTO REGIONAL;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;;;;0,0;0,0
67;REDE DE DESENVOLVIMENTO DA EDUCACAO PROFISSIONAL;4158;QUALIFICACAO PROFISSIONAL;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;11866130,86;11415417,11;11152672,42;1175908,39;1171984,97
67;REDE DE DESENVOLVIMENTO DA EDUCACAO PROFISSIONAL;4300;EDUCACAO PROFISSIONAL TECNICA DE NIVEL MEDIO E QUALIFICACAO PROFISSIONAL;2281;UTRAMIG;FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS;4278340,47;3760347,76;3343622,24;223406,89;194063,61
68;#ACELERAMINAS - DESENVOLVIMENTO DE POLITICAS DE CIENCIA, TECNOLOGIA E INOVACAO;1047;FORTALECIMENTO DOS AMBIENTES DE INOVACAO;2071;FAPEMIG;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;;;;177871,5;177871,5
69;FOMENTO AO ESPORTE, A ATIVIDADE FISICA E AO LAZER;4166;PROMOCAO DO ESPORTE EDUCACIONAL COMO INSTRUMENTO DE DESENVOLVIMENTO SOCIAL;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;72727547,35;66374651,44;63826199,47;127133,13;127133,13
69;FOMENTO AO ESPORTE, A ATIVIDADE FISICA E AO LAZER;4167;APOIO A GESTAO ESPORTIVA;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;72727547,35;66374651,44;63826199,47;184216,8;246350,82
69;FOMENTO AO ESPORTE, A ATIVIDADE FISICA E AO LAZER;4168;PROMOCAO DOS JOGOS ESCOLARES DE MINAS GERAIS;1481;SEDESE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;72727547,35;66374651,44;63826199,47;3594745,2;3594745,2
